Model,hyperparameters,Features,Accuracy,Precision,Recall,Profit
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.1, 'n_estimators': 200}","[102, 6, 4, 105, 2]",0.618,0.647887323943662,0.5433070866141733,5457.831325301205
ert,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10}","[104, 105, 102, 2, 103]",0.665,0.6997690531177829,0.5964566929133859,5461.864406779661
qda,{},"[104, 105, 102, 2, 103]",0.653,0.6876456876456877,0.5807086614173228,5876.456876456877
knn,"{'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}","[104, 105, 102, 2, 103]",0.604,0.6302325581395349,0.5334645669291339,5331.096196868009
gp,{},"[104, 105, 102, 2, 103]",0.652,0.6619433198380567,0.6437007874015748,5619.433198380567
knn,"{'n_neighbors': 9, 'p': 2, 'weights': 'distance'}","[8, 4, 103, 104, 5]",0.563,0.5823665893271461,0.4940944881889764,4645.161290322581
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.5, 'n_estimators': 50}","[8, 4, 103, 104, 5]",0.61,0.6384976525821596,0.5354330708661418,5377.551020408163
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'constant', 'solver': 'adam'}","[8, 4, 103, 104, 5]",0.633,0.6424242424242425,0.6259842519685039,5394.230769230769
ert,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[8, 4, 103, 104, 5]",0.615,0.6564885496183206,0.5078740157480315,5113.53711790393
qda,{},"[5, 8]",0.576,0.6206896551724138,0.4251968503937008,5806.896551724138
svm,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}","[5, 8]",0.576,0.6242603550295858,0.4153543307086614,5842.6035502958575
rf,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[5, 8]",0.546,0.5833333333333334,0.3720472440944882,5433.333333333334
knn,"{'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}","[5, 8]",0.544,0.5570175438596491,0.5,4945.21158129176
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[4, 8, 103, 102, 101, 104]",0.643,0.6589473684210526,0.6161417322834646,5224.116424116424
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[4, 8, 103, 102, 101, 104]",0.53,0.564625850340136,0.326771653543307,3878.651685393258
qda,{},"[4, 8, 103, 102, 101, 104]",0.663,0.6938775510204082,0.6023622047244095,5738.775510204082
nb,{'var_smoothing': 1e-09},"[4, 8, 103, 102, 101, 104]",0.644,0.680952380952381,0.562992125984252,5609.52380952381
ert,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5}","[100, 6, 8, 105, 101, 2]",0.659,0.6964705882352941,0.5826771653543307,5489.18918918919
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[100, 6, 8, 105, 101, 2]",0.529,0.556923076923077,0.3562992125984252,4229.292929292929
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[100, 6, 8, 105, 101, 2]",0.663,0.6956521739130435,0.5984251968503937,5756.521739130435
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.1, 'n_estimators': 200}","[100, 6, 8, 105, 101, 2]",0.66,0.6900452488687783,0.6003937007874016,5407.142857142857
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 2}","[5, 100, 2, 102]",0.627,0.6708860759493671,0.5216535433070866,5908.860759493671
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.1, 'n_estimators': 100}","[5, 100, 2, 102]",0.624,0.6549295774647887,0.5492125984251969,5604.494382022472
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[5, 100, 2, 102]",0.527,0.5777777777777777,0.2559055118110236,4417.391304347826
qda,{},"[5, 100, 2, 102]",0.636,0.6855670103092784,0.5236220472440944,6055.670103092783
xgb,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}","[104, 105]",0.609,0.656,0.484251968503937,6160.0
qda,{},"[104, 105]",0.606,0.6507936507936508,0.484251968503937,6107.936507936508
gp,{},"[104, 105]",0.596,0.6192660550458715,0.531496062992126,5792.660550458715
nb,{'var_smoothing': 1e-09},"[104, 105]",0.609,0.6551724137931034,0.4862204724409449,6151.724137931034
gp,{},"[101, 100, 3, 5, 4]",0.635,0.652452025586354,0.6023622047244095,5524.520255863539
ert,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5}","[101, 100, 3, 5, 4]",0.635,0.6557734204793029,0.59251968503937,5321.585903083701
mlp,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[101, 100, 3, 5, 4]",0.624,0.6404255319148936,0.59251968503937,5536.885245901639
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 1.0, 'n_estimators': 100}","[101, 100, 3, 5, 4]",0.607,0.6286353467561522,0.5531496062992126,5333.333333333333
knn,"{'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}","[100, 5, 105, 2, 8]",0.616,0.654228855721393,0.5177165354330708,5027.397260273972
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 6}","[100, 5, 105, 2, 8]",0.645,0.6907730673316709,0.5452755905511811,5907.730673316709
ert,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5}","[100, 5, 105, 2, 8]",0.651,0.7022900763358778,0.5433070866141733,5470.588235294118
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.1, 'n_estimators': 200}","[100, 5, 105, 2, 8]",0.64,0.678743961352657,0.5531496062992126,5765.375854214123
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.5, 'n_estimators': 50}","[101, 102, 3, 2, 8, 4, 104]",0.635,0.662870159453303,0.5728346456692913,4926.086956521739
gp,{},"[101, 102, 3, 2, 8, 4, 104]",0.635,0.6456211812627292,0.6240157480314961,5056.211812627292
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[101, 102, 3, 2, 8, 4, 104]",0.639,0.6745843230403801,0.5590551181102362,5345.843230403801
ert,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5}","[101, 102, 3, 2, 8, 4, 104]",0.651,0.6673684210526316,0.6240157480314961,4982.978723404256
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.1, 'n_estimators': 200}","[105, 2, 100, 6, 8, 3, 104]",0.669,0.7015945330296127,0.6062992125984252,5296.230598669624
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 6}","[105, 2, 100, 6, 8, 3, 104]",0.671,0.7002237136465325,0.6161417322834646,5602.2371364653245
qda,{},"[105, 2, 100, 6, 8, 3, 104]",0.686,0.7287735849056604,0.6082677165354331,5887.735849056604
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'constant', 'solver': 'adam'}","[105, 2, 100, 6, 8, 3, 104]",0.68,0.7146118721461188,0.6161417322834646,5461.167002012073
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 2}","[102, 4, 103]",0.584,0.617948717948718,0.4744094488188976,5579.48717948718
qda,{},"[102, 4, 103]",0.592,0.6262626262626263,0.4881889763779528,5662.626262626263
knn,"{'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}","[102, 4, 103]",0.566,0.5793991416309013,0.531496062992126,5077.966101694916
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[102, 4, 103]",0.528,0.5687022900763359,0.2933070866141732,4615.3110047846885
ert,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10}","[100, 103, 8, 105, 101, 102, 4]",0.682,0.6923076923076923,0.6732283464566929,5549.891067538127
nb,{'var_smoothing': 1e-09},"[100, 103, 8, 105, 101, 102, 4]",0.667,0.700228832951945,0.6023622047244095,5602.288329519451
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[100, 103, 8, 105, 101, 102, 4]",0.701,0.7069306930693069,0.702755905511811,5680.0
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[100, 103, 8, 105, 101, 102, 4]",0.525,0.5478260869565217,0.3720472440944882,3900.0
nb,{'var_smoothing': 1e-09},"[4, 105, 103, 101]",0.624,0.6609756097560976,0.5334645669291339,5809.756097560976
ert,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10}","[4, 105, 103, 101]",0.648,0.6813953488372093,0.5767716535433071,5539.869281045751
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.5, 'n_estimators': 50}","[4, 105, 103, 101]",0.628,0.6531531531531531,0.5708661417322834,5647.368421052632
gp,{},"[4, 105, 103, 101]",0.638,0.6520833333333333,0.6161417322834646,5720.833333333333
xgb,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}","[6, 103, 104, 100, 3, 101]",0.662,0.683982683982684,0.6220472440944882,5639.82683982684
knn,"{'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}","[6, 103, 104, 100, 3, 101]",0.631,0.6699266503667481,0.5393700787401575,4983.908045977011
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}","[6, 103, 104, 100, 3, 101]",0.66,0.6742738589211619,0.639763779527559,5445.435244161358
qda,{},"[6, 103, 104, 100, 3, 101]",0.668,0.6946902654867256,0.6181102362204725,5746.902654867256
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2}","[105, 101, 104]",0.632,0.6707317073170732,0.5413385826771654,6107.317073170732
xgb,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 200, 'subsample': 0.8}","[105, 101, 104]",0.629,0.6604215456674473,0.5551181102362205,6004.215456674473
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.5, 'n_estimators': 100}","[105, 101, 104]",0.617,0.642369020501139,0.5551181102362205,5793.088552915767
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[105, 101, 104]",0.538,0.5709876543209876,0.3641732283464567,4921.628498727735
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 2}","[102, 5, 8, 105, 104]",0.644,0.6674008810572687,0.5964566929133859,5674.008810572687
mlp,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'constant', 'solver': 'adam'}","[102, 5, 8, 105, 104]",0.663,0.6895787139689579,0.6122047244094488,6009.803921568627
gp,{},"[102, 5, 8, 105, 104]",0.671,0.6868475991649269,0.6476377952755905,5868.4759916492685
knn,"{'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}","[102, 5, 8, 105, 104]",0.602,0.627906976744186,0.531496062992126,5157.205240174672
ert,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10}","[5, 4, 103, 8, 100, 102, 6]",0.658,0.6781115879828327,0.6220472440944882,5470.748299319728
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.5, 'n_estimators': 100}","[5, 4, 103, 8, 100, 102, 6]",0.65,0.6724890829694323,0.6062992125984252,5259.574468085107
qda,{},"[5, 4, 103, 8, 100, 102, 6]",0.685,0.7158836689038032,0.6299212598425197,5758.836689038032
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[5, 4, 103, 8, 100, 102, 6]",0.664,0.7182741116751269,0.5570866141732284,5367.676767676768
knn,"{'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}","[5, 100, 104]",0.571,0.5807770961145194,0.5590551181102362,5091.382765531062
xgb,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}","[5, 100, 104]",0.62,0.6409691629955947,0.5728346456692913,5809.691629955947
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.1, 'n_estimators': 100}","[5, 100, 104]",0.611,0.6454767726161369,0.5196850393700787,5594.0298507462685
svm,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}","[5, 100, 104]",0.63,0.6533333333333333,0.5787401574803149,5933.333333333333
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[100, 6, 3, 4, 8, 101]",0.647,0.6659528907922913,0.6122047244094488,5124.626865671642
nb,{'var_smoothing': 1e-09},"[100, 6, 3, 4, 8, 101]",0.608,0.6542553191489362,0.484251968503937,5342.553191489362
xgb,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.8}","[100, 6, 3, 4, 8, 101]",0.629,0.6658595641646489,0.5413385826771654,5458.595641646489
svm,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}","[100, 6, 3, 4, 8, 101]",0.636,0.6698113207547169,0.5590551181102362,5498.11320754717
ada,"{'algorithm': 'SAMME', 'learning_rate': 1.0, 'n_estimators': 200}","[101, 5]",0.576,0.5933333333333334,0.5255905511811023,5545.273631840796
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 2}","[101, 5]",0.57,0.5902777777777778,0.5019685039370079,5502.777777777778
gp,{},"[101, 5]",0.584,0.6105769230769231,0.5,5705.769230769231
ert,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2}","[101, 5]",0.577,0.5981524249422633,0.5098425196850394,5036.681222707423
knn,"{'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}","[3, 103, 100]",0.578,0.5914893617021276,0.547244094488189,5102.127659574468
svm,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}","[3, 103, 100]",0.625,0.6507936507936508,0.5649606299212598,5907.936507936508
lr,"{'C': 0.1, 'penalty': 'l1', 'solver': 'saga'}","[3, 103, 100]",0.505,0.5176151761517616,0.3759842519685039,4458.0046403712295
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[3, 103, 100]",0.624,0.6666666666666666,0.5196850393700787,5888.372093023256
xgb,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.8}","[102, 104, 101, 6, 8]",0.63,0.6513157894736842,0.5846456692913385,5513.157894736842
svm,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}","[102, 104, 101, 6, 8]",0.643,0.6513026052104208,0.639763779527559,5513.026052104208
ert,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2}","[102, 104, 101, 6, 8]",0.64,0.6567796610169492,0.610236220472441,5263.498920086393
nb,{'var_smoothing': 1e-09},"[102, 104, 101, 6, 8]",0.648,0.6857142857142857,0.5669291338582677,5857.142857142857
xgb,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.8}","[8, 6, 104, 2, 100, 101]",0.648,0.6813953488372093,0.5767716535433071,5613.9534883720935
knn,"{'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}","[8, 6, 104, 2, 100, 101]",0.601,0.6359102244389028,0.5019685039370079,5118.289786223278
gp,{},"[8, 6, 104, 2, 100, 101]",0.661,0.6778947368421052,0.6338582677165354,5578.9473684210525
ert,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10}","[8, 6, 104, 2, 100, 101]",0.646,0.6703539823008849,0.5964566929133859,5278.555304740406
mlp,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[105, 103, 3, 2, 102, 101]",0.672,0.6882845188284519,0.6476377952755905,5347.406082289803
xgb,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.8}","[105, 103, 3, 2, 102, 101]",0.652,0.6716738197424893,0.6161417322834646,5516.738197424893
svm,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}","[105, 103, 3, 2, 102, 101]",0.677,0.6931106471816284,0.6535433070866141,5731.106471816284
knn,"{'n_neighbors': 9, 'p': 1, 'weights': 'distance'}","[105, 103, 3, 2, 102, 101]",0.612,0.6351351351351351,0.5551181102362205,5022.707423580786
qda,{},"[8, 100, 6, 101, 5, 102]",0.677,0.7107061503416856,0.6141732283464567,5907.061503416856
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[8, 100, 6, 101, 5, 102]",0.531,0.5836909871244635,0.2677165354330709,4156.265356265356
xgb,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}","[8, 100, 6, 101, 5, 102]",0.645,0.665943600867679,0.6043307086614174,5459.43600867679
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[8, 100, 6, 101, 5, 102]",0.662,0.6855895196506551,0.6181102362204725,5655.895196506551
qda,{},"[5, 3, 2, 6]",0.599,0.6404199475065617,0.4803149606299212,5604.199475065618
nb,{'var_smoothing': 1e-09},"[5, 3, 2, 6]",0.572,0.6234567901234568,0.3976377952755905,5434.567901234568
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[5, 3, 2, 6]",0.554,0.5861111111111111,0.4153543307086614,5061.111111111111
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'constant', 'solver': 'adam'}","[5, 3, 2, 6]",0.599,0.6515580736543909,0.452755905511811,5401.716738197425
ert,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10}","[105, 6, 3, 8, 103]",0.618,0.655940594059406,0.5216535433070866,5040.268456375839
qda,{},"[105, 6, 3, 8, 103]",0.636,0.6773399014778325,0.5413385826771654,5773.399014778325
knn,"{'n_neighbors': 9, 'p': 2, 'weights': 'distance'}","[105, 6, 3, 8, 103]",0.583,0.6045977011494252,0.5177165354330708,5026.490066225165
gp,{},"[105, 6, 3, 8, 103]",0.638,0.658695652173913,0.5964566929133859,5586.95652173913
ert,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5}","[5, 2, 101]",0.589,0.6180048661800487,0.5,4779.609544468546
qda,{},"[5, 2, 101]",0.592,0.6329787234042553,0.468503937007874,5729.787234042553
mlp,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[5, 2, 101]",0.595,0.604040404040404,0.5885826771653543,5608.530805687204
gp,{},"[5, 2, 101]",0.595,0.6194895591647331,0.5255905511811023,5594.8955916473315
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[2, 100, 101, 4, 105]",0.535,0.5669781931464174,0.358267716535433,4277.108433734939
mlp,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[2, 100, 101, 4, 105]",0.631,0.6349514563106796,0.6437007874015748,5608.8631984585745
xgb,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}","[2, 100, 101, 4, 105]",0.646,0.6696035242290749,0.5984251968503937,5696.035242290749
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.1, 'n_estimators': 200}","[2, 100, 101, 4, 105]",0.66,0.6834061135371179,0.6161417322834646,5517.0940170940175
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[8, 6, 102]",0.523,0.5670995670995671,0.2578740157480315,4761.111111111111
ada,"{'algorithm': 'SAMME', 'learning_rate': 1.0, 'n_estimators': 100}","[8, 6, 102]",0.593,0.6414565826330533,0.4507874015748031,5788.140161725068
nb,{'var_smoothing': 1e-09},"[8, 6, 102]",0.599,0.6465753424657534,0.4645669291338583,5865.753424657534
svm,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}","[8, 6, 102]",0.606,0.654054054054054,0.4763779527559055,5940.54054054054
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[5, 103, 104, 100, 6, 102, 4]",0.515,0.5400696864111498,0.3051181102362205,3748.063781321185
xgb,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'subsample': 1.0}","[5, 103, 104, 100, 6, 102, 4]",0.658,0.6781115879828327,0.6220472440944882,5381.115879828327
mlp,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}","[5, 103, 104, 100, 6, 102, 4]",0.681,0.691683569979716,0.6712598425196851,5326.546906187625
qda,{},"[5, 103, 104, 100, 6, 102, 4]",0.684,0.7171945701357466,0.6240157480314961,5771.9457013574665
knn,"{'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}","[102, 4, 5, 103, 105]",0.597,0.6258992805755396,0.5137795275590551,5077.097505668935
xgb,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}","[102, 4, 5, 103, 105]",0.624,0.6447368421052632,0.5787401574803149,5447.368421052632
gp,{},"[102, 4, 5, 103, 105]",0.641,0.6623093681917211,0.5984251968503937,5623.093681917211
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2}","[102, 4, 5, 103, 105]",0.631,0.6583143507972665,0.5688976377952756,5583.143507972665
ada,"{'algorithm': 'SAMME', 'learning_rate': 1.0, 'n_estimators': 200}","[8, 101, 100, 102, 4, 6]",0.637,0.6572668112798264,0.5964566929133859,5264.435146443515
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2}","[8, 101, 100, 102, 4, 6]",0.656,0.6774891774891775,0.6161417322834646,5574.891774891775
ert,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10}","[8, 101, 100, 102, 4, 6]",0.656,0.6729957805907173,0.6279527559055118,5369.506726457399
qda,{},"[8, 101, 100, 102, 4, 6]",0.677,0.7116704805491991,0.6122047244094488,5916.7048054919915
xgb,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}","[101, 6, 105, 2, 103]",0.648,0.6741071428571429,0.594488188976378,5741.071428571429
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[101, 6, 105, 2, 103]",0.518,0.5391566265060241,0.3523622047244094,4182.481751824818
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.5, 'n_estimators': 200}","[101, 6, 105, 2, 103]",0.631,0.6568848758465011,0.5728346456692913,5521.739130434783
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 2}","[101, 6, 105, 2, 103]",0.634,0.6682464454976303,0.5551181102362205,5682.464454976303
svm,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}","[103, 102, 100, 105, 8]",0.675,0.6776699029126214,0.687007874015748,5776.699029126215
ada,"{'algorithm': 'SAMME.R', 'learning_rate': 0.5, 'n_estimators': 100}","[103, 102, 100, 105, 8]",0.669,0.695364238410596,0.6200787401574803,5794.871794871795
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[103, 102, 100, 105, 8]",0.521,0.5422740524781341,0.3661417322834646,4265.700483091788
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[103, 102, 100, 105, 8]",0.664,0.6869565217391305,0.6220472440944882,5869.565217391305
xgb,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.8}","[103, 6, 5, 100, 101, 8, 104]",0.656,0.6782608695652174,0.6141732283464567,5382.608695652174
nb,{'var_smoothing': 1e-09},"[103, 6, 5, 100, 101, 8, 104]",0.645,0.6907730673316709,0.5452755905511811,5507.730673316709
knn,"{'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}","[103, 6, 5, 100, 101, 8, 104]",0.598,0.6232558139534884,0.5275590551181102,4753.846153846154
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2}","[103, 6, 5, 100, 101, 8, 104]",0.651,0.6836027713625866,0.5826771653543307,5436.027713625866
knn,"{'n_neighbors': 9, 'p': 1, 'weights': 'distance'}","[2, 6, 8, 5]",0.557,0.5717439293598234,0.5098425196850394,4988.336933045356
svm,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}","[2, 6, 8, 5]",0.606,0.6557377049180327,0.4724409448818897,5757.377049180327
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[2, 6, 8, 5]",0.519,0.5754189944134078,0.202755905511811,4598.550724637681
gp,{},"[2, 6, 8, 5]",0.598,0.6424731182795699,0.4704724409448819,5624.731182795699
nb,{'var_smoothing': 1e-09},"[2, 4, 6, 100, 5]",0.588,0.6318681318681318,0.452755905511811,5318.681318681319
qda,{},"[2, 4, 6, 100, 5]",0.641,0.6821515892420538,0.5492125984251969,5821.515892420538
lr,"{'C': 0.001, 'penalty': 'l2', 'solver': 'saga'}","[2, 4, 6, 100, 5]",0.497,0.5172413793103449,0.1476377952755905,4118.110236220472
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[2, 4, 6, 100, 5]",0.597,0.6454293628808865,0.4586614173228346,5454.293628808865
gp,{},"[6, 104, 5, 102, 100]",0.66,0.675,0.6377952755905512,5750.0
ada,"{'algorithm': 'SAMME', 'learning_rate': 1.0, 'n_estimators': 200}","[6, 104, 5, 102, 100]",0.617,0.6470588235294118,0.5413385826771654,5563.245823389021
xgb,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}","[6, 104, 5, 102, 100]",0.626,0.6509009009009009,0.5688976377952756,5509.009009009009
qda,{},"[6, 104, 5, 102, 100]",0.665,0.6961451247165533,0.6043307086614174,5961.4512471655335
ert,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10}","[102, 6, 3, 100, 101, 105, 8]",0.681,0.6956521739130435,0.6614173228346457,5317.7242888402625
nb,{'var_smoothing': 1e-09},"[102, 6, 3, 100, 101, 105, 8]",0.66,0.7048780487804878,0.5688976377952756,5648.780487804877
knn,"{'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}","[102, 6, 3, 100, 101, 105, 8]",0.621,0.6632911392405063,0.515748031496063,5306.443914081146
rf,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}","[102, 6, 3, 100, 101, 105, 8]",0.676,0.7072072072072072,0.6181102362204725,5672.072072072072
