Dataset,Method,Split,Accuracy,Iterations,History
breast_cancer_wisconsin_original,LDA,0.15,0.9363013698630137,,
breast_cancer_wisconsin_original,QDA,0.15,0.9392694063926941,,
breast_cancer_wisconsin_original,DecisionTree,0.15,0.9127853881278538,,
breast_cancer_wisconsin_original,RandomForest,0.15,0.9627853881278539,,
breast_cancer_wisconsin_original,IWLS,0.2,0.9669082125603865,8.0,"[0.6931471805599453, 0.21819981083453294, 0.13108437568768946, 0.10011391185207885, 0.09030968071939705, 0.08825717921094382, 0.08813668521367188, 0.08813606999511996]"
breast_cancer_wisconsin_original,SGD,0.2,0.9669082125603865,83.0,"[0.6931471805599453, 0.16413430748163438, 0.12392315777947471, 0.10987889432098832, 0.10293114258691713, 0.09887888331446432, 0.09627455782570903, 0.09448971616932149, 0.09320918141404112, 0.09225836493210508, 0.0915332381712478, 0.09096825305156203, 0.0905202402051401, 0.09015972972919462, 0.08986599700639353, 0.08962409844252477, 0.08942302649889035, 0.08925452223332259, 0.08911228865523442, 0.08899145635834095, 0.08888821243686842, 0.08879953771607019, 0.08872301741865335, 0.08865670260055815, 0.08859900730665637, 0.0885486312595103, 0.08850450106417192, 0.08846572501792872, 0.08843155803748187, 0.08840137419366965, 0.08837464502512073, 0.08835092228334365, 0.08832982410581121, 0.08831102386246348, 0.0882942411030013, 0.08827923416673165, 0.08826579411687757, 0.08825373973659452, 0.08824291338104359, 0.08823317752350016, 0.08822441186707423, 0.08821651091961825, 0.08820938194973157, 0.08820294325766899, 0.08819712270756033, 0.08819185647732006, 0.08818708799058594, 0.0881827670014271, 0.08817884880769072, 0.08817529357303226, 0.08817206574105817, 0.08816913352776265, 0.0881664684807212, 0.08816404509534516, 0.08816184048005456, 0.0881598340634867, 0.08815800733792653, 0.0881563436340106, 0.0881548279225116, 0.08815344663961193, 0.08815218753260136, 0.08815103952337458, 0.08814999258746908, 0.08814903764669166, 0.08814816647366994, 0.08814737160686394, 0.08814664627478776, 0.08814598432834442, 0.08814538018032846, 0.0881448287512607, 0.08814432542084044, 0.08814386598437049, 0.08814344661361134, 0.08814306382156871, 0.08814271443078747, 0.08814239554477886, 0.08814210452223839, 0.08814183895376931, 0.08814159664084459, 0.08814137557677648, 0.08814117392949185, 0.08814099002592597, 0.08814082233787769]"
breast_cancer_wisconsin_original,Adam,0.2,0.9669082125603865,500.0,"[0.6931471805599453, 0.6757937726795292, 0.6588493331111912, 0.6423195620788474, 0.6262089197714218, 0.6105206071141998, 0.5952565666054556, 0.5804175019880425, 0.566002914845014, 0.5520111557259479, 0.5384394871387833, 0.5252841556678408, 0.5125404705708692, 0.5002028864245335, 0.48826508768418153, 0.47672007335899486, 0.4655602403442506, 0.45477746427405596, 0.4443631770453368, 0.4343084404095957, 0.4246040152314695, 0.41524042617492374, 0.40620802170380027, 0.3974970293791697, 0.3890976065073605, 0.3809998862449478, 0.37319401930490764, 0.3656702114352109, 0.3584187568601442, 0.3514300678876817, 0.34469470089478677, 0.3382033789076306, 0.3319470109961095, 0.32591670870219824, 0.32010379971995456, 0.3144998390416373, 0.3090966177796223, 0.30388616986777583, 0.2988607768388456, 0.29401297086640665, 0.28933553625113323, 0.2848215095217981, 0.2804641783116057, 0.2762570791603729, 0.27219399438284375, 0.2682689481331697, 0.264476201785439, 0.2608102487401871, 0.2572658087571498, 0.25383782190521803, 0.2505214422116489, 0.24731203108415398, 0.24420515057152709, 0.24119655652102764, 0.2382821916838032, 0.23545817881321593, 0.23272081379503243, 0.2300665588430247, 0.22749203578860278, 0.22499401948862904, 0.22256943137153215, 0.22021533313821942, 0.21792892063104882, 0.21570751788124917, 0.21354857134262945, 0.21144964431718252, 0.2094084115762281, 0.20742265417903866, 0.20549025448941804, 0.2036091913894436, 0.2017775356885057, 0.19999344572487737, 0.1982551631562896, 0.19656100893537118, 0.19490937946530784, 0.19329874293068147, 0.19172763579814292, 0.19019465948134975, 0.18869847716444285, 0.18723781077824259, 0.18581143812330203, 0.1844181901339543, 0.18305694827753252, 0.18172664208300665, 0.18042624679338273, 0.17915478113632122, 0.177911305207573, 0.17669491846197266, 0.1755047578068947, 0.17433999579324005, 0.17319983889919596, 0.17208352590218642, 0.17099032633460964, 0.16991953901913592, 0.16887049067951684, 0.1678425346230322, 0.16683504949087297, 0.1658474380729279, 0.16487912618360515, 0.16392956159548167, 0.16299821302772774, 0.1620845691864039, 0.161188137853873, 0.1603084450247091, 0.1594450340856185, 0.15859746503701744, 0.15776531375403277, 0.15694817128481078, 0.15614564318412955, 0.15535734888041944, 0.15458292107439628, 0.15382200516760988, 0.15307425871930228, 0.15233935093005707, 0.15161696215080545, 0.15090678341583263, 0.15020851599850218, 0.1495218709884886, 0.14884656888937337, 0.14818233923552374, 0.1475289202272346, 0.14688605838316826, 0.14625350820918204, 0.14563103188268434, 0.14501839895170576, 0.14441538604791987, 0.14382177661288748, 0.14323736063684162, 0.14266193440936556, 0.14209530028135445, 0.1415372664376827, 0.14098764668003283, 0.14044626021937043, 0.1399129314775782, 0.13938748989779007, 0.1388697697629891, 0.13835961002245925, 0.1378568541257016, 0.13736134986344745, 0.13687294921542062, 0.13639150820451987, 0.13591688675711, 0.13544894856912687, 0.13498756097771777, 0.1345325948381525, 0.1340839244057553, 0.13364142722262082, 0.1332049840088892, 0.13277447855836805, 0.13234979763829904, 0.13193083089307883, 0.13151747075175158, 0.13110961233910287, 0.13070715339019023, 0.13030999416815642, 0.12991803738517754, 0.1295311881264078, 0.12914935377678652, 0.1287724439505831, 0.1284003704235589, 0.12803304706763327, 0.12767038978794512, 0.12731231646220703, 0.12695874688225417, 0.12660960269769508, 0.12626480736157575, 0.12592428607797174, 0.12558796575142941, 0.12525577493817866, 0.1249276437990445, 0.1246035040539882, 0.12428328893821156, 0.12396693315976096, 0.12365437285857156, 0.12334554556689334, 0.12304039017104457, 0.1227388468744404, 0.1224408571618464, 0.12214636376480921, 0.12185531062821893, 0.12156764287795935, 0.1212833067896045, 0.12100224975812206, 0.12072442026854457, 0.12044976786757298, 0.12017824313607695, 0.11990979766245935, 0.11964438401685203, 0.11938195572611263, 0.11912246724959395, 0.1188658739556565, 0.11861213209889804, 0.1183611987980746, 0.11811303201468755, 0.11786759053221345, 0.1176248339359543, 0.11738472259348555, 0.11714721763568155, 0.11691228093829838, 0.11667987510409455, 0.11644996344547101, 0.11622250996761307, 0.11599747935211678, 0.11577483694108366, 0.1155545487216677, 0.1153365813110597, 0.11512090194189456, 0.11490747844806691, 0.11469627925094232, 0.11448727334595064, 0.11428043028954907, 0.1140757201865432, 0.11387311367775432, 0.1136725819280214, 0.11347409661452833, 0.11327762991544434, 0.11308315449886905, 0.11289064351207231, 0.1127000705710186, 0.11251140975016871, 0.11232463557254864, 0.1121397230000785, 0.11195664742415291, 0.11177538465646493, 0.11159591092006722, 0.11141820284066183, 0.11124223743811261, 0.11106799211817368, 0.11089544466442657, 0.11072457323042094, 0.11055535633201213, 0.11038777283988997, 0.11022180197229327, 0.11005742328790434, 0.10989461667891895, 0.1097333623642857, 0.10957364088311075, 0.10941543308822253, 0.10925872013989271, 0.10910348349970783, 0.10894970492458836, 0.10879736646095058, 0.10864645043900716, 0.10849693946720305, 0.10834881642678201, 0.10820206446648163, 0.1080566669973516, 0.10791260768769323, 0.10776987045811595, 0.10762843947670846, 0.10748829915432032, 0.10734943413995257, 0.10721182931625245, 0.10707546979511155, 0.10694034091336271, 0.10680642822857461, 0.10667371751494048, 0.1065421947592586, 0.10641184615700297, 0.10628265810848035, 0.10615461721507297, 0.10602771027556344, 0.10590192428254061, 0.10577724641888388, 0.10565366405432394, 0.10553116474207812, 0.1054097362155584, 0.10528936638515037, 0.10517004333506119, 0.10505175532023461, 0.10493449076333212, 0.10481823825177758, 0.10470298653486476, 0.10458872452092534, 0.10447544127455642, 0.10436312601390597, 0.10425176810801487, 0.10414135707421376, 0.10403188257557408, 0.10392333441841123, 0.10381570254983921, 0.10370897705537505, 0.103603148156592, 0.10349820620882084, 0.103394141698897, 0.10329094524295351, 0.10318860758425807, 0.10308711959109364, 0.10298647225468109, 0.1028866566871433, 0.10278766411950938, 0.1026894858997584, 0.10259211349090192, 0.10249553846910342, 0.10239975252183511, 0.10230474744607038, 0.10221051514651124, 0.10211704763385027, 0.10202433702306615, 0.10193237553175136, 0.1018411554784726, 0.10175066928116226, 0.10166090945554034, 0.10157186861356667, 0.10148353946192168, 0.10139591480051688, 0.1013089875210323, 0.1012227506054819, 0.10113719712480546, 0.10105232023748699, 0.10096811318819834, 0.10088456930646822, 0.10080168200537573, 0.10071944478026756, 0.10063785120749907, 0.10055689494319836, 0.10047656972205218, 0.10039686935611501, 0.10031778773363852, 0.10023931881792288, 0.1001614566461884, 0.10008419532846768, 0.10000752904651712, 0.09993145205274803, 0.09985595866917726, 0.0997810432863952, 0.09970670036255314, 0.09963292442236793, 0.09955971005614428, 0.09948705191881389, 0.09941494472899161, 0.09934338326804817, 0.09927236237919843, 0.09920187696660594, 0.09913192199450285, 0.0990624924863244, 0.09899358352385919, 0.09892519024641325, 0.0988573078499885, 0.09878993158647548, 0.09872305676285925, 0.09865667874043935, 0.0985907929340622, 0.09852539481136707, 0.09846047989204407, 0.0983960437471051, 0.09833208199816657, 0.0982685903167442, 0.09820556442355934, 0.09814300008785706, 0.09808089312673515, 0.09801923940448447, 0.09795803483193971, 0.09789727536584128, 0.097836957008207, 0.0977770758057144, 0.09771762784909326, 0.09765860927252726, 0.09760001625306586, 0.09754184501004548, 0.09748409180452003, 0.09742675293870022, 0.09736982475540201, 0.0973133036375047, 0.09725718600741555, 0.09720146832654519, 0.09714614709478976, 0.09709121885002175, 0.09703668016758889, 0.09698252765982075, 0.09692875797554322, 0.09687536779960002, 0.09682235385238268, 0.09676971288936656, 0.09671744170065519, 0.09666553711053082, 0.0966139959770121, 0.09656281519141903, 0.09651199167794387, 0.09646152239322882, 0.09641140432595069, 0.09636163449641079, 0.09631220995613214, 0.09626312778746209, 0.09621438510318114, 0.09616597904611773, 0.09611790678876848, 0.09607016553292473, 0.09602275250930394, 0.09597566497718708, 0.09592890022406121, 0.09588245556526752, 0.09583632834365405, 0.09579051592923475, 0.09574501571885168, 0.09569982513584407, 0.09565494162972121, 0.09561036267583997, 0.09556608577508781, 0.09552210845356955, 0.09547842826229937, 0.09543504277689688, 0.0953919495972875, 0.0953491463474078, 0.09530663067491416, 0.09526440025089605, 0.09522245276959376, 0.09518078594811977, 0.09513939752618364, 0.09509828526582212, 0.09505744695113132, 0.09501688038800456, 0.09497658340387231, 0.09493655384744679, 0.0948967895884695, 0.0948572885174632, 0.0948180485454861, 0.09477906760389058, 0.09474034364408472, 0.09470187463729735, 0.09466365857434589, 0.09462569346540838, 0.09458797733979755, 0.09455050824573874, 0.09451328425015056, 0.09447630343842875, 0.09443956391423251, 0.09440306379927457, 0.09436680123311346, 0.09433077437294865, 0.09429498139341891, 0.09425942048640276, 0.09422408986082227, 0.09418898774244902, 0.0941541123737128, 0.09411946201351307, 0.09408503493703267, 0.09405082943555391, 0.09401684381627799, 0.09398307640214529, 0.09394952553165954, 0.09391618955871356, 0.09388306685241725, 0.09385015579692811, 0.0938174547912842, 0.09378496224923837, 0.09375267659909599, 0.09372059628355346, 0.09368871975954013, 0.09365704549806102, 0.09362557198404241, 0.09359429771617954, 0.09356322120678527, 0.0935323409816418, 0.0935016555798539, 0.09347116355370383, 0.09344086346850823, 0.09341075390247709, 0.09338083344657434, 0.09335110070437974, 0.09332155429195366, 0.09329219283770267, 0.09326301498224662, 0.0932340193782886, 0.09320520469048532, 0.09317656959531963, 0.09314811278097482, 0.09311983294721017, 0.09309172880523806, 0.0930637990776029, 0.09303604249806155, 0.09300845781146455, 0.09298104377363998, 0.09295379915127777, 0.09292672272181582, 0.09289981327332786, 0.09287306960441168, 0.09284649052408021, 0.0928200748516525, 0.09279382141664709, 0.0927677290586759, 0.0927417966273401, 0.0927160229821267, 0.09269040699230675, 0.0926649475368347, 0.09263964350424861, 0.0926144937925725, 0.09258949730921869, 0.09256465297089192, 0.09253995970349495, 0.092515416442035, 0.09249102213053056, 0.09246677572192068, 0.09244267617797455, 0.09241872246920192, 0.09239491357476523, 0.09237124848239268, 0.09234772618829173, 0.09232434569706396, 0.09230110602162181]"
breast_cancer_wisconsin_original,LDA,0.2,0.9446859903381642,,
breast_cancer_wisconsin_original,QDA,0.2,0.9560386473429952,,
breast_cancer_wisconsin_original,DecisionTree,0.2,0.9503623188405796,,
breast_cancer_wisconsin_original,RandomForest,0.2,0.9669082125603865,,
breast_cancer_wisconsin_original,IWLS,0.25,0.948046994202014,8.0,"[0.6931471805599453, 0.21475129190931697, 0.12782437730420007, 0.09711041413662505, 0.08747613310197057, 0.08545170131705665, 0.08532319133299401, 0.08532249168125497]"
breast_cancer_wisconsin_original,SGD,0.25,0.948046994202014,89.0,"[0.6931471805599453, 0.16732222061121949, 0.12469519529418394, 0.10963276418304044, 0.10210562246930681, 0.0976719305607335, 0.09479430200240202, 0.09280270772136254, 0.09135984990291571, 0.09027815667580505, 0.08944540036003985, 0.08879055324696566, 0.08826661552339463, 0.08784134069090753, 0.08749193071536812, 0.08720185511310391, 0.0869588666086229, 0.0867537208444086, 0.08657932601088016, 0.0864301635622895, 0.08630188472624148, 0.08619102386501512, 0.08609479123460584, 0.08601092076331002, 0.08593755663734504, 0.0858731677001879, 0.08581648207900515, 0.08576643671789963, 0.0857221380319278, 0.08568283095104798, 0.08564787435968241, 0.08561672145860244, 0.0855889039490993, 0.08556401920991318, 0.0855417198355759, 0.08552170505148265, 0.08550371363058878, 0.08548751801922172, 0.08547291944226451, 0.08545974380607169, 0.08544783825457324, 0.08543706826287968, 0.08542731517525808, 0.08541847411210493, 0.08541045218462244, 0.08540316696709094, 0.08539654518560791, 0.08539052158937793, 0.08538503797647048, 0.0853800423507152, 0.08537548819025306, 0.08537133381145348, 0.08536754181449284, 0.08536407859906411, 0.08536091394045645, 0.08535802061773255, 0.085355374086975, 0.08535295219360403, 0.08535073491864317, 0.08534870415453905, 0.0853468435067672, 0.08534513811797478, 0.08534357451186148, 0.08534214045437385, 0.0853408248301146, 0.08533961753214862, 0.08533850936361852, 0.0853374919497884, 0.08533655765931673, 0.085335699533693, 0.08533491122393037, 0.08533418693369038, 0.08533352136813802, 0.08533290968789718, 0.08533234746755189, 0.08533183065821447, 0.08533135555372028, 0.0853309187600753, 0.08533051716781505, 0.08533014792697588, 0.08532980842441511, 0.0853294962632364, 0.08532920924411694, 0.08532894534834376, 0.08532870272239229, 0.08532847966389423, 0.08532827460886713, 0.08532808612007636, 0.08532791287643038]"
breast_cancer_wisconsin_original,Adam,0.25,0.948046994202014,500.0,"[0.6931471805599453, 0.6757664101873357, 0.6587910586847532, 0.6422268417633659, 0.6260782924042995, 0.6103487387441338, 0.595040300063275, 0.5801539000219955, 0.565689295690635, 0.5516451204697841, 0.5380189387086152, 0.524807309701175, 0.5120058587525986, 0.49960935313122634, 0.487611780925811, 0.4760064310774408, 0.46478597312567016, 0.45394253547594743, 0.4434677812455712, 0.433352980969006, 0.4235890816363351, 0.41416677170047017, 0.40507654182144354, 0.3963087412229785, 0.3878536296213869, 0.37970142475349256, 0.3718423455821688, 0.36426665129816466, 0.3569646762675831, 0.3499268610975681, 0.3431437800099136, 0.33660616472455596, 0.3303049250630724, 0.32423116648705474, 0.31837620478805234, 0.31273157814509994, 0.3072890567630247, 0.3020406503000642, 0.29697861328711395, 0.2920954487334212, 0.28738391010499986, 0.2828370018526828, 0.278447978656778, 0.27421034354494017, 0.2701178450292944, 0.2661644733982029, 0.2623444562875018, 0.25865225364565236, 0.2550825521971667, 0.2516302594989477, 0.2482904976748991, 0.24505859690535853, 0.24193008873961186, 0.23890069929199312, 0.23596634237485634, 0.233123112615036, 0.23036727859427653, 0.22769527604849693, 0.225103701155648, 0.22258930393728926, 0.22014898179484063, 0.2177797731977211, 0.21547885153724294, 0.21324351915716216, 0.21107120156916, 0.20895944185922335, 0.2069058952888722, 0.20490832409343035, 0.20296459247801657, 0.20107266181063888, 0.1992305860106645, 0.1974365071300104, 0.19568865112362122, 0.19398532380516265, 0.1923249069833412, 0.19070585477385263, 0.18912669008164323, 0.18758600124793656, 0.18608243885631465, 0.18461471269204155, 0.18318158884876956, 0.18178188697676573, 0.1804144776668302, 0.17907827996414694, 0.17777225900640078, 0.17649542378060956, 0.1752468249932557, 0.17402555304844802, 0.17283073612900302, 0.17166153837550185, 0.17051715815855173, 0.16939682643965598, 0.16829980521627463, 0.16722538604683668, 0.16617288865164068, 0.1651416595857579, 0.16413107098022325, 0.16314051934796842, 0.16216942445111845, 0.1612172282264306, 0.16028339376581266, 0.15936740434900698, 0.15846876252567155, 0.15758698924422976, 0.15672162302499507, 0.15587221917520336, 0.15503834904371258, 0.15421959931324322, 0.15341557132814868, 0.15262588045580996, 0.15185015547985228, 0.15108803802347787, 0.15033918200130209, 0.14960325309816686, 0.14887992827349056, 0.14816889528979033, 0.1474698522640891, 0.1467825072409903, 0.1461065777862703, 0.14544179059990192, 0.1447878811474832, 0.14414459330910184, 0.14351167904471923, 0.14288889807521032, 0.14227601757824096, 0.14167281189821246, 0.14107906226954342, 0.1404945565526006, 0.13991908898162908, 0.13935245992406556, 0.13879447565065628, 0.13824494811582844, 0.13770369474779898, 0.1371705382479288, 0.13664530639886002, 0.13612783188099808, 0.1356179520969245, 0.13511550900334857, 0.13462034895022768, 0.13413232252670548, 0.13365128441353694, 0.13317709324168517, 0.13270961145679455, 0.13224870518925746, 0.13179424412960944, 0.13134610140899944, 0.13090415348449697, 0.1304682800290095, 0.13003836382559517, 0.12961429066596764, 0.12919594925299988, 0.12878323110704443, 0.12837603047589563, 0.12797424424822987, 0.127577771870367, 0.127186515266205, 0.1268003787601858, 0.12641926900315986, 0.12604309490102086, 0.12567176754599058, 0.12530520015043817, 0.1249433079831255, 0.12458600830777333, 0.12423322032385065, 0.12388486510949223, 0.12354086556645517, 0.12320114636702872, 0.12286563390281689, 0.12253425623531512, 0.12220694304820923, 0.12188362560132394, 0.12156423668615604, 0.12124871058292708, 0.12093698301909481, 0.12062899112926574, 0.1203246734164522, 0.12002396971462218, 0.11972682115249028, 0.11943317011850177, 0.1191429602269641, 0.1188561362852806, 0.11857264426224501, 0.11829243125735654, 0.11801544547111602, 0.11774163617626739, 0.11747095368994803, 0.11720334934671517, 0.11693877547241513, 0.11667718535886512, 0.1164185332393173, 0.11616277426467722, 0.1159098644804488, 0.11565976080438037, 0.11541242100478608, 0.1151678036795192, 0.11492586823557398, 0.11468657486929396, 0.11444988454716566, 0.11421575898717734, 0.11398416064072307, 0.1137550526750334, 0.11352839895611486, 0.11330416403218069, 0.11308231311755614, 0.11286281207704285, 0.11264562741072612, 0.11243072623921091, 0.1122180762892724, 0.11200764587990705, 0.11179940390877093, 0.11159331983899361, 0.11138936368635402, 0.11118750600680777, 0.11098771788435396, 0.1107899709192309, 0.11059423721642998, 0.11040048937451827, 0.11020870047475897, 0.11001884407052182, 0.10983089417697292, 0.10964482526103653, 0.10946061223161965, 0.1092782304300917, 0.10909765562101126, 0.10891886398309238, 0.10874183210040334, 0.1085665369537907, 0.10839295591252195, 0.10822106672613996, 0.10805084751652352, 0.10788227677014703, 0.10771533333053433, 0.10754999639090027, 0.10738624548697479, 0.10722406049000463, 0.10706342159992654, 0.10690430933870795, 0.10674670454384985, 0.10659058836204757, 0.10643594224300429, 0.10628274793339375, 0.10613098747096764, 0.10598064317880328, 0.10583169765968821, 0.10568413379063733, 0.10553793471753967, 0.10539308384993024, 0.10524956485588427, 0.10510736165703034, 0.10496645842367869, 0.10482683957006234, 0.1046884897496874, 0.10455139385078979, 0.10441553699189549, 0.10428090451748184, 0.10414748199373652, 0.10401525520441268, 0.10388421014677633, 0.10375433302764486, 0.10362561025951365, 0.10349802845676831, 0.10337157443198067, 0.1032462351922866, 0.10312199793584272, 0.10299885004836079, 0.10287677909971739, 0.102755772840637, 0.10263581919944686, 0.10251690627890139, 0.10239902235307463, 0.10228215586431946, 0.10216629542029075, 0.10205142979103221, 0.1019375479061244, 0.10182463885189272, 0.10171269186867427, 0.10160169634814109, 0.10149164183067971, 0.10138251800282484, 0.10127431469474577, 0.10116702187778484, 0.10106062966204635, 0.10095512829403454, 0.10085050815433973, 0.10074675975537162, 0.10064387373913805, 0.10054184087506887, 0.10044065205788318, 0.10034029830549951, 0.10024077075698756, 0.1001420606705605, 0.10004415942160735, 0.09994705850076385, 0.0998507495120215, 0.09975522417087357, 0.09966047430249725, 0.09956649183997154, 0.09947326882252921, 0.09938079739384306, 0.09928906980034473, 0.09919807838957628, 0.09910781560857315, 0.09901827400227767, 0.09892944621198344, 0.09884132497380847, 0.09875390311719782, 0.09866717356345378, 0.09858112932429454, 0.09849576350043887, 0.09841106928021788, 0.09832703993821246, 0.09824366883391573, 0.0981609494104206, 0.09807887519313116, 0.09799743978849812, 0.09791663688277684, 0.09783646024080885, 0.09775690370482448, 0.09767796119326852, 0.0975996266996458, 0.09752189429138844, 0.09744475810874327, 0.09736821236367901, 0.09729225133881317, 0.09721686938635798, 0.0971420609270851, 0.09706782044930859, 0.0969941425078858, 0.09692102172323605, 0.09684845278037629, 0.09677643042797385, 0.09670494947741523, 0.09663400480189221, 0.09656359133550228, 0.09649370407236595, 0.09642433806575834, 0.0963554884272565, 0.09628715032590068, 0.0962193189873703, 0.096151989693174, 0.0960851577798531, 0.09601881863819893, 0.09595296771248338, 0.09588760049970207, 0.09582271254883064, 0.09575829946009329, 0.09569435688424346, 0.0956308805218569, 0.09556786612263607, 0.09550530948472602, 0.09544320645404222, 0.09538155292360861, 0.09532034483290718, 0.09525957816723798, 0.09519924895708946, 0.0951393532775193, 0.09507988724754515, 0.09502084702954555, 0.09496222882867011, 0.09490402889225924, 0.09484624350927379, 0.09478886900973318, 0.0947319017641628, 0.09467533818305018, 0.09461917471630994, 0.09456340785275713, 0.09450803411958873, 0.09445305008187377, 0.094398452342051, 0.09434423753943505, 0.09429040234972948, 0.09423694348454839, 0.09418385769094473, 0.09413114175094633, 0.0940787924810991, 0.0940268067320172, 0.09397518138794017, 0.09392391336629691, 0.09387299961727638, 0.09382243712340493, 0.09377222289912959, 0.09372235399040882, 0.09367282747430802, 0.0936236404586025, 0.09357479008138571, 0.09352627351068346, 0.09347808794407413, 0.09343023060831467, 0.09338269875897168, 0.09333548968005877, 0.09328860068367847, 0.09324202910967046, 0.09319577232526385, 0.09314982772473589, 0.0931041927290744, 0.09305886478564623, 0.0930138413678703, 0.09296911997489488, 0.09292469813128029, 0.09288057338668605, 0.09283674331556238, 0.09279320551684636, 0.09274995761366242, 0.09270699725302706, 0.09266432210555821, 0.09262192986518815, 0.0925798182488812, 0.09253798499635521, 0.09249642786980646, 0.09245514465363971, 0.09241413315420088, 0.0923733911995141, 0.09233291663902256, 0.09229270734333278, 0.09225276120396243, 0.09221307613309221, 0.09217365006332019, 0.09213448094742095, 0.0920955667581069, 0.09205690548779343, 0.09201849514836766, 0.09198033377095947, 0.0919424194057166, 0.09190475012158256, 0.09186732400607715, 0.09183013916508102, 0.09179319372262189, 0.09175648582066495, 0.09172001361890521, 0.09168377529456295, 0.09164776904218246, 0.09161199307343254, 0.0915764456169105, 0.09154112491794858, 0.09150602923842274, 0.09147115685656464, 0.091436506066775, 0.0914020751794409, 0.09136786252075461, 0.09133386643253466, 0.09130008527205012, 0.09126651741184669, 0.09123316123957517, 0.09120001515782176, 0.09116707758394188, 0.09113434694989445, 0.09110182170207981, 0.09106950030117916, 0.09103738122199596, 0.09100546295329945, 0.09097374399767073, 0.09094222287135029, 0.0909108981040874, 0.09087976823899224, 0.09084883183238912, 0.09081808745367172, 0.09078753368516113, 0.0907571691219639, 0.09072699237183399, 0.09069700205503492, 0.09066719680420435, 0.09063757526422025, 0.090608136092069, 0.09057887795671474, 0.0905497995389706, 0.09052089953137188, 0.09049217663804997, 0.09046362957460885, 0.09043525706800276, 0.09040705785641487, 0.09037903068913825, 0.09035117432645792, 0.09032348753953484, 0.09029596911029034, 0.090268617831293, 0.09024143250564653, 0.09021441194687907, 0.09018755497883392, 0.09016086043556118, 0.09013432716121139, 0.09010795400993044, 0.09008173984575492, 0.09005568354250965, 0.09002978398370631, 0.09000404006244292, 0.08997845068130458, 0.08995301475226627, 0.08992773119659539, 0.08990259894475675, 0.08987761693631804, 0.08985278411985681, 0.08982809945286799, 0.08980356190167327, 0.0897791704413308, 0.08975492405554708, 0.08973082173658825, 0.08970686248519404, 0.08968304531049215, 0.08965936922991302, 0.08963583326910665]"
