blueGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgLevel,redGold,redMinionsKilled,redJungleMinionsKilled,redAvgLevel,blueHeraldKills,blueTowersDestroyed,redTowersDestroyed,blue_win
29019.0,347.0,72.0,9.6,25202.0,378.0,100.0,9.2,2.0,0.0,1.0,1
24804.0,312.0,110.0,9.4,29381.0,334.0,82.0,9.6,0.0,1.0,0.0,0
26179.0,298.0,64.0,9.2,27125.0,323.0,76.0,9.2,2.0,1.0,1.0,1
29338.0,334.0,77.0,9.2,26881.0,337.0,56.0,9.2,0.0,0.0,0.0,0
31002.0,301.0,76.0,9.2,23938.0,280.0,68.0,8.6,3.0,0.0,2.0,1
22209.0,316.0,64.0,8.6,31981.0,346.0,115.0,10.0,0.0,2.0,0.0,0
25352.0,332.0,77.0,9.0,31951.0,356.0,92.0,9.4,0.0,3.0,0.0,0
26622.0,329.0,83.0,9.2,27005.0,311.0,85.0,9.2,1.0,1.0,2.0,1
24998.0,311.0,68.0,9.2,27064.0,355.0,84.0,9.0,0.0,1.0,0.0,1
27002.0,372.0,91.0,9.6,28836.0,398.0,92.0,9.6,1.0,1.0,2.0,0
26913.0,315.0,71.0,9.0,28466.0,349.0,85.0,9.0,1.0,2.0,0.0,1
26359.0,344.0,86.0,9.0,28033.0,385.0,104.0,9.6,1.0,0.0,1.0,0
27274.0,382.0,75.0,9.4,27013.0,333.0,93.0,9.2,1.0,0.0,1.0,1
25794.0,359.0,81.0,8.8,29657.0,363.0,86.0,9.8,1.0,1.0,0.0,0
26769.0,352.0,102.0,9.8,23398.0,319.0,94.0,8.8,1.0,0.0,1.0,1
30531.0,307.0,94.0,9.8,28847.0,350.0,89.0,9.4,2.0,1.0,2.0,1
27243.0,363.0,82.0,9.4,25092.0,366.0,75.0,9.2,2.0,0.0,1.0,1
29600.0,325.0,91.0,9.4,24833.0,315.0,84.0,9.0,1.0,0.0,2.0,1
26589.0,338.0,72.0,9.4,29322.0,323.0,81.0,9.2,1.0,3.0,0.0,0
33902.0,336.0,91.0,9.6,22797.0,283.0,44.0,8.4,3.0,0.0,6.0,1
25642.0,338.0,84.0,9.4,23854.0,362.0,84.0,9.6,2.0,1.0,1.0,1
23739.0,377.0,97.0,9.2,26531.0,373.0,99.0,9.8,1.0,0.0,0.0,0
29405.0,376.0,109.0,9.4,26261.0,346.0,74.0,9.4,2.0,0.0,1.0,1
25851.0,316.0,75.0,9.0,27975.0,344.0,75.0,9.8,3.0,0.0,1.0,0
27723.0,331.0,78.0,9.0,25959.0,348.0,96.0,9.4,2.0,0.0,1.0,0
25455.0,306.0,49.0,9.2,29678.0,370.0,88.0,9.4,2.0,2.0,0.0,0
27544.0,328.0,88.0,9.2,26171.0,360.0,79.0,9.4,2.0,1.0,0.0,1
30041.0,368.0,79.0,10.0,21501.0,335.0,80.0,8.4,2.0,0.0,3.0,1
27804.0,336.0,89.0,9.2,27335.0,324.0,94.0,9.6,3.0,1.0,2.0,1
23139.0,283.0,55.0,8.6,35133.0,370.0,108.0,10.0,0.0,3.0,0.0,0
26954.0,359.0,88.0,9.0,25399.0,359.0,75.0,9.2,3.0,1.0,2.0,1
25710.0,337.0,72.0,9.2,27504.0,383.0,84.0,9.4,1.0,1.0,0.0,1
25862.0,287.0,96.0,9.2,27330.0,354.0,73.0,9.2,2.0,0.0,0.0,1
32033.0,341.0,110.0,10.2,25936.0,325.0,75.0,9.2,1.0,0.0,2.0,1
29963.0,343.0,88.0,9.8,27508.0,365.0,107.0,9.4,2.0,0.0,2.0,0
22999.0,290.0,78.0,8.8,25027.0,352.0,83.0,9.2,2.0,0.0,0.0,0
27028.0,369.0,92.0,9.4,23244.0,338.0,75.0,9.2,2.0,0.0,1.0,1
22900.0,360.0,72.0,8.8,29818.0,366.0,116.0,9.6,0.0,2.0,0.0,0
21852.0,353.0,76.0,8.6,26970.0,370.0,91.0,9.2,0.0,1.0,0.0,0
22502.0,314.0,109.0,8.8,27308.0,378.0,96.0,9.4,1.0,2.0,1.0,0
28093.0,377.0,84.0,9.4,22471.0,301.0,66.0,8.6,3.0,0.0,2.0,1
27465.0,331.0,95.0,9.2,26887.0,343.0,92.0,9.0,2.0,1.0,0.0,1
22919.0,286.0,65.0,9.0,30358.0,362.0,100.0,9.8,1.0,2.0,0.0,0
32772.0,366.0,96.0,9.6,23228.0,297.0,83.0,8.8,1.0,0.0,4.0,1
26254.0,396.0,89.0,9.4,26815.0,369.0,83.0,9.6,0.0,0.0,0.0,0
30943.0,346.0,90.0,9.8,20346.0,301.0,47.0,8.0,2.0,0.0,2.0,1
28380.0,334.0,103.0,9.2,27340.0,263.0,92.0,9.2,2.0,0.0,1.0,0
23936.0,298.0,70.0,9.2,29852.0,360.0,103.0,9.8,0.0,2.0,0.0,0
27751.0,323.0,91.0,9.2,22430.0,285.0,92.0,8.6,2.0,0.0,1.0,0
26836.0,357.0,96.0,9.4,25211.0,324.0,107.0,9.2,2.0,0.0,2.0,0
24105.0,270.0,97.0,8.4,27375.0,325.0,88.0,8.8,2.0,2.0,0.0,1
27277.0,258.0,91.0,9.2,26468.0,330.0,92.0,9.0,2.0,1.0,1.0,1
32433.0,343.0,97.0,9.6,28277.0,323.0,96.0,9.2,0.0,1.0,1.0,1
20263.0,327.0,67.0,8.4,31208.0,372.0,93.0,10.0,0.0,3.0,0.0,0
26850.0,303.0,91.0,8.8,28915.0,338.0,77.0,9.6,1.0,0.0,2.0,0
23280.0,398.0,82.0,9.0,25971.0,341.0,112.0,9.4,1.0,1.0,0.0,1
27885.0,357.0,98.0,9.4,24557.0,361.0,60.0,9.0,3.0,0.0,1.0,0
23643.0,318.0,76.0,9.0,29965.0,354.0,100.0,9.2,0.0,2.0,0.0,0
33819.0,352.0,75.0,9.4,28081.0,328.0,100.0,9.4,2.0,0.0,2.0,1
25067.0,308.0,63.0,8.8,27203.0,371.0,67.0,9.6,1.0,0.0,1.0,0
25096.0,333.0,98.0,9.0,26441.0,343.0,84.0,9.4,2.0,0.0,2.0,1
26143.0,328.0,75.0,9.0,23444.0,314.0,89.0,9.0,2.0,0.0,1.0,1
23229.0,316.0,72.0,9.0,26281.0,353.0,88.0,9.0,1.0,1.0,1.0,0
19520.0,233.0,64.0,7.4,32228.0,421.0,81.0,9.6,0.0,7.0,0.0,0
24420.0,366.0,88.0,8.8,22532.0,348.0,85.0,9.0,2.0,0.0,0.0,1
27132.0,339.0,110.0,9.2,26315.0,285.0,93.0,8.6,3.0,1.0,0.0,1
26854.0,348.0,77.0,9.2,27410.0,344.0,92.0,9.0,1.0,2.0,0.0,1
27828.0,349.0,74.0,9.0,25865.0,361.0,76.0,9.2,1.0,0.0,0.0,1
25955.0,311.0,70.0,9.0,27377.0,341.0,67.0,8.8,1.0,1.0,0.0,0
27526.0,350.0,85.0,9.0,25540.0,348.0,86.0,8.8,2.0,0.0,1.0,1
25831.0,338.0,102.0,9.6,24617.0,360.0,72.0,9.2,1.0,0.0,0.0,1
24983.0,305.0,58.0,8.6,27198.0,324.0,55.0,9.4,1.0,1.0,0.0,1
29071.0,330.0,91.0,9.0,22493.0,328.0,95.0,9.0,2.0,0.0,2.0,1
27282.0,307.0,94.0,9.2,26226.0,323.0,62.0,8.8,1.0,1.0,1.0,1
29471.0,310.0,79.0,9.4,23331.0,299.0,75.0,9.0,3.0,0.0,2.0,0
23290.0,321.0,71.0,8.8,32373.0,388.0,102.0,9.8,1.0,4.0,0.0,0
24235.0,363.0,80.0,9.0,29804.0,384.0,100.0,10.0,2.0,3.0,0.0,0
28023.0,353.0,88.0,9.4,25017.0,356.0,92.0,9.4,0.0,0.0,1.0,1
25205.0,317.0,96.0,9.0,27285.0,364.0,58.0,9.4,1.0,0.0,0.0,0
28614.0,337.0,79.0,8.8,25949.0,309.0,103.0,9.0,2.0,0.0,2.0,1
26141.0,327.0,87.0,9.0,26989.0,336.0,84.0,8.8,1.0,2.0,0.0,1
27529.0,356.0,76.0,9.2,25794.0,336.0,108.0,9.2,2.0,0.0,1.0,1
23171.0,366.0,77.0,9.2,27135.0,387.0,121.0,10.2,1.0,1.0,0.0,0
23789.0,316.0,57.0,9.2,28883.0,390.0,81.0,9.8,3.0,1.0,0.0,0
22792.0,300.0,89.0,8.6,29260.0,426.0,98.0,9.6,0.0,2.0,0.0,0
24991.0,329.0,68.0,9.0,27923.0,319.0,103.0,9.0,1.0,2.0,1.0,0
26560.0,381.0,99.0,9.4,24866.0,344.0,83.0,9.0,2.0,1.0,1.0,1
27766.0,385.0,72.0,9.4,23365.0,332.0,92.0,9.0,1.0,0.0,2.0,1
27753.0,366.0,100.0,9.4,23009.0,354.0,96.0,9.0,1.0,0.0,2.0,1
26735.0,394.0,88.0,9.0,22535.0,318.0,97.0,8.6,3.0,0.0,2.0,1
27095.0,390.0,96.0,9.6,27737.0,372.0,105.0,9.6,3.0,1.0,1.0,1
29653.0,348.0,76.0,9.2,25183.0,376.0,80.0,9.0,2.0,0.0,3.0,1
25694.0,355.0,101.0,9.2,27572.0,431.0,112.0,9.8,1.0,0.0,0.0,0
26975.0,328.0,61.0,8.8,25750.0,332.0,88.0,9.2,2.0,1.0,2.0,0
20219.0,284.0,69.0,7.8,29341.0,339.0,88.0,9.8,0.0,4.0,0.0,0
30505.0,343.0,93.0,9.8,26712.0,322.0,82.0,9.2,1.0,2.0,2.0,1
32804.0,362.0,91.0,9.4,19922.0,266.0,58.0,7.8,2.0,0.0,8.0,1
20045.0,269.0,67.0,8.0,30988.0,351.0,104.0,9.2,0.0,2.0,0.0,0
23303.0,321.0,60.0,8.4,28052.0,308.0,102.0,9.6,0.0,1.0,0.0,0
26512.0,314.0,76.0,8.8,30399.0,309.0,72.0,9.2,0.0,2.0,0.0,0
28956.0,365.0,96.0,9.2,21048.0,317.0,66.0,8.2,2.0,0.0,4.0,1
25145.0,298.0,72.0,9.0,26231.0,342.0,76.0,9.2,1.0,1.0,0.0,1
25872.0,347.0,118.0,9.4,24271.0,302.0,69.0,8.6,2.0,1.0,1.0,1
26152.0,301.0,104.0,9.2,28558.0,393.0,84.0,9.6,2.0,1.0,0.0,0
31165.0,348.0,84.0,9.8,23748.0,329.0,63.0,8.8,2.0,0.0,4.0,1
30338.0,365.0,108.0,9.2,25703.0,326.0,81.0,9.4,1.0,0.0,3.0,1
22891.0,347.0,88.0,9.2,28844.0,394.0,88.0,9.2,1.0,1.0,0.0,1
28290.0,318.0,104.0,9.8,26456.0,353.0,72.0,9.6,2.0,0.0,1.0,0
24427.0,353.0,77.0,8.8,24006.0,365.0,105.0,9.4,1.0,0.0,0.0,0
25229.0,355.0,74.0,9.0,26012.0,371.0,92.0,9.4,1.0,0.0,0.0,0
23387.0,289.0,64.0,8.8,33203.0,346.0,100.0,9.8,1.0,2.0,0.0,0
26970.0,337.0,101.0,9.4,29987.0,334.0,54.0,9.6,1.0,2.0,0.0,0
23923.0,275.0,48.0,8.6,30375.0,370.0,76.0,9.4,1.0,2.0,0.0,0
25503.0,347.0,101.0,9.2,25308.0,379.0,71.0,9.4,1.0,0.0,0.0,0
26211.0,365.0,84.0,9.2,26164.0,378.0,88.0,9.6,1.0,0.0,2.0,1
26056.0,310.0,81.0,8.8,24648.0,338.0,88.0,8.8,2.0,0.0,1.0,1
24351.0,349.0,65.0,8.8,27380.0,366.0,101.0,9.4,1.0,1.0,0.0,0
23061.0,321.0,96.0,9.0,31796.0,323.0,88.0,9.4,0.0,3.0,0.0,0
26879.0,377.0,85.0,9.6,25633.0,337.0,110.0,9.4,3.0,0.0,0.0,1
30605.0,354.0,90.0,9.6,25401.0,316.0,86.0,8.6,2.0,0.0,0.0,1
25988.0,360.0,82.0,9.4,24751.0,327.0,105.0,9.4,2.0,0.0,1.0,0
32045.0,277.0,91.0,9.6,25559.0,282.0,83.0,8.8,3.0,0.0,4.0,1
25206.0,359.0,100.0,9.4,25222.0,372.0,84.0,9.6,1.0,0.0,1.0,0
29682.0,361.0,92.0,9.6,22555.0,341.0,84.0,8.8,1.0,0.0,2.0,1
26149.0,369.0,88.0,9.2,27666.0,341.0,79.0,9.2,0.0,2.0,0.0,0
29485.0,284.0,91.0,9.4,31610.0,302.0,86.0,9.6,0.0,1.0,0.0,0
31932.0,374.0,80.0,9.8,26003.0,314.0,57.0,9.0,3.0,0.0,1.0,1
31669.0,394.0,81.0,9.8,25509.0,302.0,82.0,9.2,2.0,0.0,2.0,1
26996.0,340.0,103.0,9.4,24818.0,319.0,90.0,9.0,2.0,1.0,2.0,1
22655.0,329.0,107.0,9.0,25632.0,372.0,80.0,9.0,2.0,0.0,0.0,0
25602.0,392.0,101.0,9.4,24252.0,413.0,100.0,9.2,1.0,0.0,1.0,1
28891.0,320.0,89.0,9.4,23307.0,304.0,87.0,8.8,2.0,1.0,1.0,1
23988.0,262.0,63.0,8.4,29690.0,325.0,81.0,9.6,0.0,2.0,0.0,0
26070.0,356.0,96.0,8.8,26340.0,316.0,70.0,9.2,3.0,0.0,1.0,0
26055.0,346.0,72.0,9.0,25290.0,335.0,92.0,9.0,2.0,0.0,0.0,1
26884.0,321.0,95.0,9.4,23397.0,326.0,80.0,8.8,2.0,0.0,2.0,1
24919.0,330.0,68.0,9.2,24901.0,361.0,70.0,9.0,1.0,0.0,0.0,1
30991.0,314.0,86.0,9.2,28147.0,296.0,80.0,9.0,1.0,1.0,1.0,1
24350.0,359.0,60.0,9.2,29874.0,363.0,90.0,9.6,0.0,0.0,0.0,0
25876.0,334.0,87.0,9.0,27514.0,376.0,84.0,9.4,1.0,1.0,1.0,1
28291.0,351.0,80.0,9.6,21995.0,326.0,92.0,8.8,2.0,0.0,2.0,1
30907.0,329.0,60.0,9.4,25615.0,275.0,68.0,8.8,2.0,0.0,1.0,1
22885.0,291.0,80.0,8.8,26861.0,354.0,84.0,9.2,1.0,1.0,0.0,0
23607.0,334.0,73.0,8.8,26551.0,365.0,106.0,9.2,3.0,1.0,0.0,0
21793.0,330.0,81.0,8.6,28730.0,419.0,124.0,10.4,1.0,1.0,0.0,0
25286.0,308.0,63.0,9.0,31209.0,360.0,84.0,9.6,0.0,2.0,1.0,0
23868.0,372.0,99.0,9.2,27797.0,391.0,92.0,9.6,1.0,2.0,0.0,1
26762.0,331.0,92.0,9.2,24786.0,306.0,109.0,9.2,1.0,0.0,1.0,0
26387.0,340.0,82.0,9.4,28650.0,373.0,82.0,9.6,0.0,1.0,1.0,0
31269.0,344.0,81.0,9.6,23896.0,303.0,66.0,9.0,2.0,0.0,2.0,1
32146.0,393.0,99.0,9.6,24583.0,293.0,60.0,8.8,2.0,1.0,3.0,1
28574.0,333.0,75.0,9.2,26679.0,313.0,66.0,9.0,2.0,1.0,1.0,1
27748.0,359.0,91.0,9.8,31413.0,396.0,94.0,9.8,1.0,2.0,1.0,0
27892.0,325.0,62.0,8.8,29226.0,283.0,87.0,8.6,1.0,2.0,1.0,0
27481.0,345.0,99.0,9.2,26656.0,352.0,96.0,9.4,2.0,1.0,2.0,0
26753.0,327.0,71.0,9.0,26595.0,282.0,68.0,9.2,0.0,0.0,1.0,0
23614.0,409.0,114.0,9.6,26166.0,417.0,98.0,9.8,1.0,1.0,0.0,0
33422.0,392.0,103.0,10.0,20977.0,226.0,72.0,8.2,3.0,0.0,3.0,1
24245.0,341.0,80.0,8.8,27208.0,368.0,68.0,9.2,0.0,2.0,1.0,0
27641.0,331.0,93.0,9.6,24776.0,326.0,74.0,9.0,2.0,0.0,0.0,1
23452.0,364.0,81.0,9.0,26621.0,380.0,93.0,9.6,0.0,0.0,0.0,0
25387.0,333.0,73.0,9.2,24910.0,355.0,95.0,9.0,1.0,0.0,1.0,0
29840.0,300.0,99.0,9.4,24472.0,302.0,72.0,8.8,2.0,0.0,1.0,1
31846.0,335.0,95.0,9.8,23036.0,305.0,80.0,9.0,1.0,0.0,3.0,1
31044.0,357.0,73.0,9.6,22764.0,315.0,70.0,8.6,2.0,0.0,2.0,1
27870.0,373.0,105.0,9.4,25399.0,380.0,93.0,9.6,2.0,1.0,2.0,1
21916.0,325.0,76.0,8.4,29690.0,372.0,74.0,9.2,0.0,4.0,0.0,0
24905.0,384.0,91.0,9.6,26021.0,321.0,74.0,9.6,1.0,0.0,1.0,1
26911.0,362.0,88.0,9.8,23355.0,351.0,63.0,9.0,3.0,1.0,1.0,1
24311.0,350.0,74.0,8.8,27459.0,339.0,80.0,9.2,0.0,1.0,0.0,1
25801.0,320.0,83.0,9.0,28927.0,326.0,84.0,9.2,1.0,1.0,0.0,0
23328.0,376.0,75.0,8.8,27084.0,390.0,74.0,9.4,2.0,1.0,0.0,0
25046.0,335.0,76.0,8.8,24980.0,380.0,95.0,9.2,1.0,0.0,1.0,1
25807.0,333.0,94.0,9.2,27065.0,337.0,84.0,8.8,2.0,1.0,1.0,0
21787.0,323.0,4.0,7.8,28266.0,378.0,119.0,9.8,0.0,2.0,0.0,0
28059.0,347.0,80.0,9.8,26462.0,344.0,64.0,9.2,2.0,0.0,1.0,1
25220.0,360.0,74.0,9.2,24584.0,358.0,91.0,8.8,2.0,0.0,1.0,0
20571.0,300.0,72.0,8.2,30375.0,387.0,83.0,9.8,0.0,3.0,0.0,0
27446.0,326.0,82.0,9.2,24198.0,368.0,90.0,9.0,2.0,0.0,1.0,1
31871.0,332.0,82.0,9.6,26283.0,289.0,89.0,9.2,1.0,1.0,3.0,1
24560.0,353.0,76.0,9.2,25071.0,331.0,79.0,9.4,0.0,0.0,0.0,0
28116.0,361.0,85.0,9.4,23347.0,279.0,62.0,8.8,2.0,0.0,1.0,1
25137.0,333.0,72.0,9.0,25684.0,354.0,81.0,8.8,1.0,2.0,0.0,0
26982.0,344.0,83.0,9.2,27245.0,337.0,92.0,9.2,2.0,0.0,0.0,1
27569.0,359.0,87.0,9.6,25627.0,335.0,88.0,8.6,0.0,1.0,0.0,1
22674.0,312.0,94.0,8.8,29778.0,380.0,83.0,9.4,0.0,1.0,0.0,0
29225.0,349.0,76.0,9.2,28596.0,357.0,79.0,9.6,1.0,1.0,0.0,0
26491.0,326.0,76.0,8.6,28708.0,359.0,68.0,9.4,2.0,2.0,2.0,0
26948.0,372.0,99.0,9.4,20839.0,293.0,65.0,8.4,2.0,0.0,1.0,1
28031.0,399.0,103.0,9.6,22795.0,354.0,76.0,8.8,3.0,0.0,2.0,1
27329.0,355.0,57.0,8.6,28618.0,383.0,80.0,9.2,2.0,1.0,0.0,0
24660.0,369.0,81.0,9.0,27272.0,350.0,100.0,9.4,2.0,1.0,1.0,0
27470.0,324.0,88.0,9.2,28055.0,344.0,76.0,9.2,1.0,2.0,1.0,0
27353.0,332.0,84.0,9.2,28225.0,346.0,84.0,9.4,1.0,1.0,1.0,1
24596.0,373.0,79.0,9.4,25365.0,353.0,95.0,9.4,1.0,0.0,0.0,1
26648.0,328.0,64.0,9.4,28920.0,329.0,87.0,9.6,2.0,1.0,1.0,1
25787.0,379.0,92.0,9.6,24740.0,338.0,86.0,9.4,2.0,0.0,1.0,0
27136.0,309.0,76.0,9.0,27225.0,293.0,83.0,8.6,2.0,1.0,1.0,0
26918.0,382.0,84.0,9.4,23481.0,355.0,96.0,9.4,2.0,0.0,1.0,0
27534.0,380.0,70.0,9.8,25255.0,313.0,100.0,9.0,1.0,0.0,1.0,1
25835.0,349.0,96.0,9.4,24810.0,328.0,88.0,9.4,1.0,0.0,0.0,0
30823.0,365.0,110.0,9.6,23568.0,339.0,64.0,9.2,2.0,0.0,3.0,1
22932.0,374.0,81.0,9.0,25423.0,378.0,82.0,9.6,2.0,1.0,0.0,1
22689.0,317.0,77.0,8.4,29561.0,366.0,85.0,9.8,0.0,1.0,0.0,0
28494.0,336.0,103.0,9.2,25633.0,326.0,91.0,9.0,1.0,2.0,1.0,1
29040.0,366.0,92.0,9.8,24077.0,323.0,78.0,8.8,2.0,0.0,1.0,0
27022.0,299.0,96.0,9.2,26274.0,335.0,77.0,9.0,2.0,2.0,2.0,1
29824.0,390.0,77.0,9.6,24478.0,356.0,48.0,8.8,2.0,0.0,1.0,1
25180.0,316.0,71.0,9.0,29539.0,349.0,74.0,9.6,2.0,2.0,0.0,1
27604.0,343.0,68.0,9.2,24415.0,358.0,70.0,8.8,1.0,0.0,1.0,0
20000.0,293.0,44.0,8.0,33686.0,377.0,79.0,9.6,0.0,5.0,0.0,0
26374.0,363.0,86.0,9.4,26345.0,363.0,96.0,9.4,2.0,0.0,1.0,0
28961.0,394.0,110.0,9.8,20445.0,302.0,84.0,8.8,3.0,0.0,2.0,1
30058.0,340.0,86.0,9.6,25413.0,358.0,88.0,9.2,1.0,0.0,0.0,1
29692.0,299.0,68.0,8.8,26220.0,287.0,48.0,8.2,1.0,1.0,0.0,0
27853.0,375.0,91.0,9.6,24576.0,388.0,58.0,9.0,2.0,0.0,1.0,1
30398.0,290.0,120.0,9.8,25425.0,284.0,64.0,9.0,2.0,0.0,1.0,1
28544.0,315.0,79.0,9.2,23036.0,287.0,79.0,8.4,2.0,0.0,1.0,1
19472.0,291.0,39.0,8.0,32056.0,375.0,84.0,9.4,0.0,6.0,0.0,0
26614.0,317.0,71.0,9.0,28035.0,309.0,72.0,9.2,0.0,0.0,0.0,1
30711.0,337.0,72.0,9.8,23560.0,333.0,79.0,8.8,2.0,0.0,2.0,1
27262.0,315.0,93.0,9.0,27270.0,314.0,86.0,9.0,2.0,1.0,2.0,1
29703.0,353.0,73.0,8.8,25350.0,356.0,96.0,8.8,2.0,1.0,2.0,0
23343.0,317.0,77.0,9.0,31787.0,399.0,90.0,9.8,2.0,4.0,0.0,0
25441.0,330.0,84.0,9.4,25664.0,404.0,88.0,9.4,2.0,0.0,0.0,0
26378.0,365.0,102.0,9.2,27011.0,356.0,73.0,9.2,0.0,1.0,2.0,0
26191.0,356.0,95.0,9.4,28311.0,404.0,88.0,9.4,1.0,1.0,0.0,0
26885.0,272.0,76.0,8.6,29379.0,353.0,88.0,9.2,0.0,1.0,0.0,0
26592.0,356.0,86.0,9.4,27809.0,338.0,100.0,9.2,0.0,2.0,0.0,0
18830.0,276.0,32.0,7.6,31657.0,401.0,90.0,9.8,0.0,8.0,0.0,0
27840.0,384.0,100.0,9.6,25936.0,383.0,79.0,9.4,2.0,1.0,1.0,0
24661.0,319.0,83.0,9.0,23918.0,366.0,94.0,8.8,1.0,0.0,0.0,1
24550.0,385.0,74.0,9.2,27908.0,391.0,94.0,9.4,0.0,1.0,0.0,0
22920.0,348.0,71.0,9.2,31167.0,397.0,113.0,10.0,1.0,3.0,0.0,0
26776.0,336.0,79.0,9.6,25696.0,324.0,73.0,9.0,1.0,0.0,0.0,1
28768.0,313.0,81.0,9.6,23418.0,267.0,67.0,8.6,2.0,0.0,1.0,1
28155.0,322.0,83.0,9.2,25773.0,329.0,87.0,9.0,2.0,1.0,1.0,1
29675.0,379.0,114.0,9.8,27262.0,336.0,104.0,9.8,2.0,0.0,2.0,0
26685.0,365.0,100.0,9.6,23282.0,380.0,72.0,9.0,1.0,0.0,1.0,1
28734.0,282.0,84.0,8.8,29086.0,327.0,79.0,8.8,1.0,1.0,2.0,1
26469.0,316.0,67.0,8.8,26830.0,253.0,64.0,8.6,1.0,0.0,0.0,1
29676.0,398.0,118.0,9.8,23297.0,355.0,72.0,8.8,3.0,0.0,1.0,1
28255.0,320.0,67.0,9.2,27339.0,336.0,85.0,9.4,1.0,0.0,2.0,0
29011.0,312.0,62.0,9.6,24380.0,298.0,58.0,8.8,0.0,0.0,1.0,0
26613.0,362.0,82.0,9.4,28173.0,369.0,81.0,9.8,0.0,0.0,0.0,0
25434.0,373.0,76.0,9.2,25280.0,331.0,96.0,9.2,0.0,0.0,0.0,1
25547.0,378.0,77.0,8.8,27649.0,326.0,71.0,9.4,1.0,1.0,0.0,0
27693.0,355.0,93.0,9.4,27608.0,371.0,74.0,9.4,2.0,2.0,1.0,1
25597.0,338.0,101.0,9.4,22964.0,385.0,76.0,9.0,3.0,0.0,1.0,1
25911.0,320.0,90.0,8.8,27158.0,312.0,62.0,9.2,2.0,2.0,1.0,0
23950.0,370.0,96.0,9.0,25242.0,375.0,104.0,9.2,0.0,0.0,0.0,0
26186.0,342.0,101.0,9.2,24582.0,383.0,76.0,9.4,1.0,0.0,1.0,1
30776.0,346.0,91.0,9.6,25484.0,310.0,78.0,9.0,1.0,1.0,3.0,1
28112.0,379.0,107.0,9.6,22253.0,314.0,81.0,9.0,2.0,0.0,2.0,1
29075.0,248.0,77.0,9.2,32478.0,302.0,84.0,10.0,1.0,2.0,0.0,1
23975.0,373.0,96.0,9.0,25549.0,371.0,81.0,9.2,0.0,1.0,0.0,0
29905.0,323.0,82.0,9.2,23311.0,252.0,87.0,8.8,2.0,0.0,3.0,0
29512.0,367.0,108.0,9.8,26186.0,366.0,80.0,9.2,2.0,1.0,2.0,1
24653.0,258.0,72.0,8.6,26144.0,382.0,79.0,9.4,1.0,0.0,0.0,0
22495.0,307.0,81.0,8.4,27986.0,376.0,85.0,9.6,2.0,3.0,0.0,0
19165.0,298.0,61.0,8.0,33813.0,398.0,105.0,10.0,1.0,7.0,0.0,0
28134.0,343.0,88.0,9.4,23373.0,328.0,67.0,9.0,1.0,0.0,1.0,1
29703.0,338.0,77.0,9.2,22965.0,325.0,72.0,8.6,1.0,1.0,2.0,1
28696.0,292.0,68.0,9.2,32289.0,369.0,106.0,9.6,1.0,1.0,2.0,0
29507.0,399.0,105.0,9.8,23914.0,387.0,102.0,9.4,3.0,0.0,2.0,1
29251.0,353.0,100.0,9.4,24646.0,331.0,66.0,8.6,3.0,0.0,2.0,0
28781.0,359.0,114.0,9.6,28698.0,306.0,83.0,9.2,2.0,3.0,0.0,1
32558.0,326.0,111.0,9.8,26808.0,330.0,63.0,9.0,3.0,0.0,2.0,1
29879.0,315.0,95.0,9.4,21372.0,244.0,54.0,8.0,3.0,0.0,4.0,1
21933.0,276.0,69.0,8.6,31507.0,377.0,102.0,9.6,2.0,3.0,0.0,0
27703.0,378.0,64.0,9.4,25945.0,355.0,85.0,9.6,2.0,0.0,1.0,0
23012.0,335.0,94.0,9.4,28509.0,408.0,110.0,9.6,1.0,5.0,0.0,1
25703.0,347.0,86.0,9.4,30851.0,374.0,83.0,9.6,0.0,2.0,0.0,0
23895.0,329.0,106.0,9.0,28444.0,373.0,86.0,9.6,2.0,1.0,0.0,0
23550.0,401.0,96.0,9.4,25057.0,357.0,98.0,9.8,0.0,0.0,0.0,0
22720.0,362.0,74.0,8.6,26925.0,336.0,75.0,9.2,0.0,2.0,0.0,1
31037.0,331.0,73.0,9.4,25220.0,275.0,72.0,8.4,2.0,0.0,1.0,1
27319.0,379.0,96.0,9.6,23771.0,372.0,79.0,9.0,1.0,1.0,0.0,1
26223.0,345.0,107.0,9.6,29972.0,354.0,84.0,9.6,1.0,1.0,0.0,0
27180.0,347.0,79.0,9.2,29230.0,356.0,97.0,9.8,0.0,1.0,1.0,0
26695.0,358.0,95.0,9.4,27749.0,359.0,100.0,9.8,1.0,1.0,0.0,0
29541.0,369.0,101.0,9.2,24983.0,335.0,88.0,9.2,2.0,0.0,3.0,1
26415.0,345.0,67.0,9.0,28740.0,346.0,94.0,9.6,2.0,1.0,2.0,1
29019.0,337.0,82.0,9.8,25369.0,312.0,64.0,8.6,0.0,1.0,1.0,0
27629.0,392.0,93.0,9.4,23593.0,336.0,63.0,9.0,2.0,0.0,2.0,1
26408.0,336.0,103.0,9.0,24072.0,331.0,76.0,8.6,2.0,1.0,2.0,1
24956.0,350.0,67.0,8.8,28556.0,362.0,117.0,9.6,1.0,1.0,1.0,0
29656.0,333.0,63.0,8.8,27632.0,303.0,80.0,9.4,2.0,0.0,2.0,0
25496.0,356.0,96.0,9.4,27402.0,357.0,92.0,9.6,1.0,1.0,1.0,0
